Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2671,30,Female,Sunglasses,Accessories,44,Pennsylvania,M,Yellow,Fall,4.7,No,Express,No,No,26,Bank Transfer,Bi-Weekly
2672,37,Female,Sandals,Footwear,64,Alabama,XL,Gray,Winter,4.8,No,2-Day Shipping,No,No,41,PayPal,Every 3 Months
2673,56,Female,Boots,Footwear,28,West Virginia,M,Maroon,Spring,2.9,No,Standard,No,No,13,Cash,Annually
2674,67,Female,Hoodie,Clothing,21,Nevada,M,Olive,Summer,2.6,No,2-Day Shipping,No,No,4,Cash,Monthly
2675,40,Female,Hat,Accessories,41,Florida,S,Charcoal,Fall,3.3,No,Express,No,No,15,Cash,Every 3 Months
2676,24,Female,Shorts,Clothing,38,Virginia,M,Peach,Winter,3.4,No,Free Shipping,No,No,38,Cash,Bi-Weekly
2677,43,Female,Backpack,Accessories,77,Kentucky,M,Maroon,Spring,3.6,No,Free Shipping,No,No,3,Cash,Fortnightly
2678,45,Female,Shorts,Clothing,43,Connecticut,L,Olive,Spring,3.8,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2679,33,Female,Belt,Accessories,91,Montana,M,Magenta,Spring,3.4,No,2-Day Shipping,No,No,34,Credit Card,Bi-Weekly
2680,53,Female,Shorts,Clothing,68,Montana,S,Yellow,Spring,3.8,No,Express,No,No,7,Debit Card,Quarterly
2681,44,Female,Socks,Clothing,37,Nebraska,L,Indigo,Fall,3.3,No,Next Day Air,No,No,21,Venmo,Annually
2682,23,Female,Shoes,Footwear,23,Massachusetts,L,Olive,Summer,4.8,No,Standard,No,No,17,Debit Card,Monthly
2683,59,Female,Sneakers,Footwear,65,North Carolina,L,Maroon,Winter,3.9,No,2-Day Shipping,No,No,5,Venmo,Every 3 Months
2684,68,Female,Backpack,Accessories,30,Montana,M,Indigo,Summer,4.2,No,Next Day Air,No,No,21,Cash,Fortnightly
2685,46,Female,Dress,Clothing,45,Washington,M,Gray,Summer,4.7,No,Free Shipping,No,No,42,Credit Card,Bi-Weekly
2686,56,Female,Boots,Footwear,25,Virginia,M,Gray,Winter,2.7,No,Express,No,No,49,Credit Card,Quarterly
2687,40,Female,Socks,Clothing,72,Georgia,M,Black,Winter,3.8,No,2-Day Shipping,No,No,33,Cash,Fortnightly
2688,61,Female,Dress,Clothing,75,Delaware,M,White,Fall,3.6,No,2-Day Shipping,No,No,12,Debit Card,Bi-Weekly
2689,53,Female,Handbag,Accessories,63,West Virginia,XL,Turquoise,Spring,2.9,No,2-Day Shipping,No,No,18,Credit Card,Every 3 Months
2690,29,Female,Blouse,Clothing,35,Wyoming,M,Orange,Fall,3.9,No,Standard,No,No,47,PayPal,Quarterly
2691,44,Female,Belt,Accessories,32,New Mexico,L,Yellow,Summer,4.7,No,Free Shipping,No,No,18,Bank Transfer,Weekly
2692,43,Female,Pants,Clothing,25,Nebraska,L,Blue,Winter,3.3,No,2-Day Shipping,No,No,48,Cash,Monthly
2693,40,Female,Sneakers,Footwear,90,Washington,XL,Violet,Spring,4.2,No,Free Shipping,No,No,18,Debit Card,Every 3 Months
2694,55,Female,Boots,Footwear,70,Hawaii,L,Lavender,Summer,2.6,No,Standard,No,No,46,Cash,Quarterly
2695,66,Female,Sunglasses,Accessories,27,Louisiana,M,Olive,Spring,4.9,No,Express,No,No,34,Credit Card,Every 3 Months
2696,50,Female,Hat,Accessories,92,Tennessee,M,Orange,Fall,3.6,No,Standard,No,No,10,PayPal,Bi-Weekly
2697,57,Female,Coat,Outerwear,20,South Dakota,M,White,Spring,4.7,No,Free Shipping,No,No,12,Debit Card,Monthly
2698,42,Female,Jacket,Outerwear,52,Delaware,L,Red,Winter,3.2,No,Standard,No,No,36,Bank Transfer,Quarterly
2699,55,Female,Hoodie,Clothing,57,Virginia,M,Magenta,Summer,3.6,No,Store Pickup,No,No,34,Venmo,Quarterly
2700,25,Female,Boots,Footwear,96,Utah,M,Violet,Fall,3.6,No,2-Day Shipping,No,No,49,Debit Card,Annually
2701,22,Female,T-shirt,Clothing,68,California,XL,Olive,Winter,3.2,No,Standard,No,No,36,Cash,Weekly
2702,49,Female,Sweater,Clothing,30,Idaho,L,Silver,Summer,2.8,No,Store Pickup,No,No,18,Bank Transfer,Fortnightly
2703,70,Female,Shoes,Footwear,37,Texas,L,Gray,Fall,4,No,Next Day Air,No,No,39,Debit Card,Fortnightly
2704,56,Female,Scarf,Accessories,42,Tennessee,XL,Olive,Winter,4.4,No,Free Shipping,No,No,34,PayPal,Weekly
2705,52,Female,Dress,Clothing,54,Tennessee,L,Beige,Spring,3.4,No,Next Day Air,No,No,35,Debit Card,Weekly
2706,65,Female,Jacket,Outerwear,81,Washington,S,Turquoise,Spring,5,No,Store Pickup,No,No,1,Credit Card,Bi-Weekly
2707,24,Female,Shoes,Footwear,40,Alabama,S,Blue,Spring,3.1,No,Express,No,No,48,Debit Card,Quarterly
2708,32,Female,Backpack,Accessories,88,Nebraska,M,Pink,Fall,4.2,No,Standard,No,No,19,Cash,Weekly
2709,57,Female,Dress,Clothing,94,Alabama,M,Teal,Summer,3.3,No,Store Pickup,No,No,44,Debit Card,Weekly
2710,35,Female,Shirt,Clothing,54,Illinois,S,Cyan,Winter,2.9,No,Standard,No,No,9,Credit Card,Bi-Weekly
2711,69,Female,Jacket,Outerwear,51,Wisconsin,L,Purple,Summer,4.7,No,Standard,No,No,3,Bank Transfer,Fortnightly
2712,30,Female,Sunglasses,Accessories,22,Nebraska,L,Red,Spring,4,No,Standard,No,No,50,Venmo,Monthly
2713,37,Female,Jacket,Outerwear,95,North Dakota,L,Brown,Fall,4.6,No,Standard,No,No,7,Debit Card,Quarterly
2714,19,Female,Coat,Outerwear,57,Mississippi,M,Magenta,Fall,3.8,No,2-Day Shipping,No,No,20,Debit Card,Annually
2715,53,Female,Sweater,Clothing,45,Iowa,S,Olive,Winter,3.6,No,Store Pickup,No,No,16,Credit Card,Bi-Weekly
2716,25,Female,Sneakers,Footwear,92,Mississippi,XL,Pink,Winter,4.1,No,Express,No,No,29,PayPal,Fortnightly
2717,47,Female,Shoes,Footwear,40,Colorado,L,Black,Spring,2.7,No,Store Pickup,No,No,21,Debit Card,Weekly
2718,18,Female,Sunglasses,Accessories,62,Nebraska,XL,Beige,Winter,4.3,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
2719,22,Female,Shorts,Clothing,90,Virginia,M,Peach,Winter,4.9,No,Next Day Air,No,No,10,Venmo,Bi-Weekly
2720,69,Female,Hoodie,Clothing,82,Louisiana,S,Peach,Fall,4.2,No,Free Shipping,No,No,4,Bank Transfer,Monthly
2721,55,Female,Scarf,Accessories,52,Maryland,M,Peach,Spring,2.8,No,Store Pickup,No,No,45,Bank Transfer,Quarterly
2722,19,Female,Sandals,Footwear,70,Minnesota,S,Teal,Spring,4.9,No,Free Shipping,No,No,17,PayPal,Fortnightly
2723,23,Female,Hat,Accessories,83,Maine,M,Green,Spring,2.8,No,2-Day Shipping,No,No,22,PayPal,Fortnightly
2724,54,Female,Shoes,Footwear,49,Texas,XL,Brown,Summer,2.9,No,Store Pickup,No,No,3,PayPal,Every 3 Months
2725,52,Female,Sneakers,Footwear,91,Missouri,M,Brown,Spring,2.5,No,Next Day Air,No,No,11,Debit Card,Fortnightly
2726,64,Female,Backpack,Accessories,99,Mississippi,S,Violet,Summer,2.7,No,Free Shipping,No,No,4,Debit Card,Annually
2727,33,Female,Belt,Accessories,92,Michigan,L,Blue,Winter,3.3,No,Free Shipping,No,No,11,PayPal,Bi-Weekly
2728,40,Female,Shirt,Clothing,87,Colorado,L,Charcoal,Winter,3.7,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
2729,26,Female,Skirt,Clothing,28,Florida,M,Pink,Winter,4,No,Express,No,No,17,Debit Card,Weekly
2730,31,Female,Gloves,Accessories,71,Montana,S,Violet,Summer,4.1,No,Free Shipping,No,No,32,Credit Card,Monthly
2731,23,Female,Gloves,Accessories,32,Wisconsin,M,Teal,Winter,4.1,No,Store Pickup,No,No,37,Bank Transfer,Annually
2732,52,Female,Handbag,Accessories,33,Wisconsin,M,Red,Summer,2.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2733,21,Female,Socks,Clothing,75,Delaware,L,Orange,Winter,4.2,No,Store Pickup,No,No,27,Debit Card,Every 3 Months
2734,31,Female,Backpack,Accessories,83,North Carolina,M,Magenta,Summer,4.7,No,Express,No,No,46,PayPal,Annually
2735,63,Female,Jeans,Clothing,93,New York,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2736,46,Female,Skirt,Clothing,29,California,M,Yellow,Spring,3,No,Express,No,No,2,PayPal,Bi-Weekly
2737,44,Female,Hoodie,Clothing,25,Montana,M,Pink,Spring,4.8,No,Store Pickup,No,No,45,Credit Card,Annually
2738,57,Female,Jewelry,Accessories,76,North Carolina,S,Indigo,Spring,4.4,No,Free Shipping,No,No,35,Cash,Every 3 Months
2739,50,Female,Sneakers,Footwear,81,Ohio,M,Charcoal,Summer,4.3,No,2-Day Shipping,No,No,39,Venmo,Every 3 Months
2740,33,Female,Shirt,Clothing,80,Alaska,XL,Blue,Winter,2.5,No,Store Pickup,No,No,39,Credit Card,Every 3 Months
2741,19,Female,Sunglasses,Accessories,70,Pennsylvania,M,Lavender,Summer,4.9,No,Free Shipping,No,No,34,Bank Transfer,Fortnightly
2742,68,Female,Dress,Clothing,81,Maine,L,Yellow,Fall,4.9,No,2-Day Shipping,No,No,41,Venmo,Monthly
2743,27,Female,Shoes,Footwear,86,Texas,M,Black,Spring,3.9,No,Free Shipping,No,No,47,Debit Card,Annually
2744,61,Female,Belt,Accessories,94,New Jersey,S,Beige,Fall,4.1,No,2-Day Shipping,No,No,17,Venmo,Quarterly
2745,38,Female,Shirt,Clothing,66,Wyoming,M,Silver,Winter,3.3,No,Store Pickup,No,No,40,Credit Card,Monthly
2746,28,Female,Boots,Footwear,98,Michigan,M,Magenta,Summer,4.1,No,Standard,No,No,44,PayPal,Bi-Weekly
2747,39,Female,Hoodie,Clothing,25,Ohio,M,Orange,Fall,3.7,No,Standard,No,No,21,PayPal,Every 3 Months
2748,18,Female,Jeans,Clothing,62,West Virginia,M,Teal,Winter,3.1,No,Free Shipping,No,No,21,Credit Card,Every 3 Months
2749,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3,No,Free Shipping,No,No,16,Venmo,Annually
2750,64,Female,Jacket,Outerwear,53,Vermont,M,Cyan,Spring,3.4,No,Standard,No,No,15,Bank Transfer,Annually
2751,51,Female,Sandals,Footwear,66,Alaska,L,Pink,Spring,2.7,No,2-Day Shipping,No,No,26,PayPal,Every 3 Months
2752,27,Female,Dress,Clothing,52,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,No,50,Venmo,Monthly
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4,No,Free Shipping,No,No,30,Venmo,Bi-Weekly
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly
2755,59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Bi-Weekly
2756,59,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Store Pickup,No,No,18,Credit Card,Annually
2757,42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly
2758,39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,No,11,Venmo,Monthly
2759,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,No,8,Bank Transfer,Bi-Weekly
2760,68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,42,Cash,Every 3 Months
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5,No,Next Day Air,No,No,41,Credit Card,Bi-Weekly
2762,31,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
2763,58,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Store Pickup,No,No,10,Debit Card,Every 3 Months
2764,28,Female,Handbag,Accessories,52,West Virginia,M,Green,Fall,2.9,No,2-Day Shipping,No,No,35,Venmo,Quarterly
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,No,2,Debit Card,Weekly
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly
2767,66,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Standard,No,No,47,Credit Card,Monthly
2768,31,Female,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,No,Free Shipping,No,No,31,Cash,Monthly
2769,55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly
2770,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3,No,Standard,No,No,13,Cash,Weekly
2771,50,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,Express,No,No,22,Bank Transfer,Quarterly
2772,58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly
2773,18,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,No,10,Bank Transfer,Every 3 Months
2774,39,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,Express,No,No,45,Bank Transfer,Quarterly
2775,56,Female,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,No,Standard,No,No,42,Credit Card,Quarterly
2776,37,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,Free Shipping,No,No,16,Debit Card,Weekly
2777,46,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,Free Shipping,No,No,6,Bank Transfer,Annually
2778,52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Standard,No,No,28,Credit Card,Every 3 Months
2779,70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,No,24,Credit Card,Bi-Weekly
2780,61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Fortnightly
2781,33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Fortnightly
2782,65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,No,33,PayPal,Weekly
2783,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,Free Shipping,No,No,30,PayPal,Annually
2784,19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Next Day Air,No,No,26,Credit Card,Quarterly
2785,33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,Express,No,No,12,PayPal,Every 3 Months
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Next Day Air,No,No,13,Bank Transfer,Monthly
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,Next Day Air,No,No,41,Debit Card,Every 3 Months
2788,36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,No,4,Venmo,Fortnightly
2789,56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,No,2,Credit Card,Annually
2790,28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5,No,Express,No,No,28,Credit Card,Bi-Weekly
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,Free Shipping,No,No,24,Debit Card,Annually
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Express,No,No,14,Venmo,Fortnightly
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,No,11,Credit Card,Weekly
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,No,7,Cash,Fortnightly
2796,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Store Pickup,No,No,49,PayPal,Annually
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,No,21,Cash,Annually
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,Express,No,No,10,Venmo,Every 3 Months
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,No,37,PayPal,Weekly
2800,23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Free Shipping,No,No,9,Bank Transfer,Every 3 Months
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Express,No,No,30,PayPal,Annually
2803,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,No,42,Credit Card,Fortnightly
2804,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Free Shipping,No,No,31,Bank Transfer,Monthly
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Every 3 Months
2806,18,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,No,Standard,No,No,48,Cash,Quarterly
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,Standard,No,No,50,Credit Card,Annually
2808,56,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,No,2-Day Shipping,No,No,10,Debit Card,Fortnightly
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,Free Shipping,No,No,45,PayPal,Every 3 Months
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3,No,Standard,No,No,27,Debit Card,Quarterly
2811,27,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4,No,Standard,No,No,10,Debit Card,Fortnightly
2812,69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,Store Pickup,No,No,19,Credit Card,Quarterly
2813,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Store Pickup,No,No,1,Credit Card,Every 3 Months
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,2-Day Shipping,No,No,39,Debit Card,Quarterly
2815,31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Standard,No,No,14,Bank Transfer,Monthly
2816,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,No,40,Venmo,Every 3 Months
2817,43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Free Shipping,No,No,45,Venmo,Weekly
2818,25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Standard,No,No,6,Venmo,Weekly
2819,46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,Next Day Air,No,No,12,Debit Card,Annually
2820,67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3,No,Free Shipping,No,No,19,Cash,Monthly
2821,26,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,No,Free Shipping,No,No,5,Cash,Bi-Weekly
2822,35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Standard,No,No,37,Venmo,Monthly
2823,61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,Standard,No,No,33,PayPal,Quarterly
2824,26,Female,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,No,Standard,No,No,47,Debit Card,Bi-Weekly
2825,39,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4,No,Free Shipping,No,No,49,Debit Card,Quarterly
2826,69,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,No,28,Bank Transfer,Annually
2827,32,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,Express,No,No,23,Venmo,Annually
2828,20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly
2829,25,Female,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,No,Standard,No,No,33,PayPal,Quarterly
2830,56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,No,Next Day Air,No,No,47,Cash,Weekly
2831,63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,No,Store Pickup,No,No,13,Venmo,Every 3 Months
2832,34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5,No,Express,No,No,4,Credit Card,Weekly
2833,29,Female,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,No,Standard,No,No,40,PayPal,Quarterly
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,No,19,Cash,Monthly
2835,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,No,17,Credit Card,Weekly
2836,33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,Free Shipping,No,No,7,Venmo,Annually
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5,No,2-Day Shipping,No,No,21,Cash,Bi-Weekly
2838,65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Express,No,No,44,PayPal,Weekly
2839,51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Free Shipping,No,No,2,Bank Transfer,Weekly
2840,70,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,No,Store Pickup,No,No,30,Bank Transfer,Monthly
2841,40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,Store Pickup,No,No,41,Cash,Annually
2842,19,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3,No,2-Day Shipping,No,No,31,Cash,Weekly
2843,28,Female,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,No,Standard,No,No,48,Debit Card,Quarterly
2844,51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Store Pickup,No,No,41,Venmo,Weekly
2845,32,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,No,Standard,No,No,42,Venmo,Annually
2846,26,Female,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,No,Express,No,No,39,Debit Card,Every 3 Months
2847,50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Bi-Weekly
2848,68,Female,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,No,Free Shipping,No,No,3,PayPal,Every 3 Months
2849,33,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,No,Store Pickup,No,No,28,Bank Transfer,Quarterly
2850,56,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,No,Express,No,No,27,PayPal,Bi-Weekly
2851,57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3,No,Store Pickup,No,No,36,Debit Card,Annually
2852,58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3,No,Store Pickup,No,No,42,Debit Card,Monthly
2853,40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3,No,Store Pickup,No,No,30,Venmo,Weekly
2854,37,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,No,Next Day Air,No,No,9,PayPal,Weekly
2855,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,No,25,Venmo,Monthly
2856,29,Female,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,No,2-Day Shipping,No,No,33,PayPal,Quarterly
2857,65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly
2858,44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,Next Day Air,No,No,35,Debit Card,Monthly
2859,34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,2-Day Shipping,No,No,46,Bank Transfer,Monthly
2860,31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,Express,No,No,29,Bank Transfer,Annually
2861,28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly
